#gene	geneID	pk
RP3-431C21.1	ENSG00000236190.1	221929
RP11-192B18.1	ENSG00000271457.1	334917
SNORD45	ENSG00000200422.1	60776
RP1-52D1.1	ENSG00000230478.1	715114
KLHL4	ENSG00000102271.13	451647
RPSAP15	ENSG00000237506.3	2612
RP1-138A5.3	ENSG00000282914.1	148798
RP1-138A5.2	ENSG00000271205.1	263902
RP6-43L17.1	ENSG00000270446.1	7621
RP6-43L17.2	ENSG00000271056.1	269638
RP5-998G20.1	ENSG00000230706.2	418093
RP3-452M16.1	ENSG00000230956.2	107548
ACA64	ENSG00000252016.1	299211
CTD-2194M22.1	ENSG00000271693.1	971570
CPXCR1	ENSG00000147183.9	723004
RP1-249C1.1	ENSG00000271157.1	915475
RP11-137D19.1	ENSG00000232576.2	863250
RP13-324D24.1	ENSG00000270745.1	921102
SRIP2	ENSG00000224065.2	581605
RP13-348B13.2	ENSG00000225012.5	268185
AL161723.1	ENSG00000221005.1	759597
TGIF2LX	ENSG00000153779.9	626877
RP13-140E4.1	ENSG00000227581.2	188910
USP12PX	ENSG00000226081.2	571452
RP13-362E11.3	ENSG00000274022.1	294894
RNF19BPX	ENSG00000227434.2	262451
UBE2V1P9	ENSG00000229667.2	545751
RNU6-555P	ENSG00000207515.1	189134
RP13-212L9.1	ENSG00000206062.4	280720
PABPC5-AS1	ENSG00000234161.1	846191
RP13-24G8.2	ENSG00000236413.2	733111
PABPC5	ENSG00000174740.7	481520
SERBP1P4	ENSG00000230275.2	478058
PCDH11X	ENSG00000102290.21	112827
RNU2-26P	ENSG00000222440.1	758997
VDAC1P3	ENSG00000234702.1	966340
EIF4A1P10	ENSG00000229132.2	461982
KRT18P11	ENSG00000215089.3	901498
AL121869.1	ENSG00000211526.1	481632
SNX3P1X	ENSG00000230543.1	468310
RP13-258O15.1	ENSG00000225912.1	227386
RP11-156J23.1	ENSG00000237873.1	290716
RP13-88F20.1	ENSG00000234130.2	503153
ST13P18	ENSG00000234322.1	606546
RP3-455H14.1	ENSG00000237381.2	155937
RPL7P55	ENSG00000228301.1	655928
NAP1L3	ENSG00000186310.9	341643
FAM133A	ENSG00000179083.6	231876
RP1-60G11.1	ENSG00000270826.1	52177
RNU6-332P	ENSG00000212495.1	410981
Y_RNA	ENSG00000202410.1	201828
RP13-213K19.1	ENSG00000227521.2	310590
PAICSP7	ENSG00000232293.2	220072
CCNB1IP1P3	ENSG00000231001.2	413849
AL591708.1	ENSG00000221665.1	55720
MIR548M	ENSG00000221187.1	495420
AL390966.1	ENSG00000212098.1	434207
RP3-380C13.2	ENSG00000271094.1	792449
CALM1P1	ENSG00000223467.2	513236
RNA5SP510	ENSG00000201567.1	742823
RP11-471G13.2	ENSG00000215085.4	592782
HNRNPDLP3	ENSG00000236185.1	199019
HNRNPDLP1	ENSG00000226307.1	154842
RPS7P13	ENSG00000235425.2	291670
RP11-471G13.5	ENSG00000270583.1	912211
RP5-961K14.1	ENSG00000232842.2	134041
RN7SL379P	ENSG00000242998.3	451258
RP5-961K14.2	ENSG00000203262.3	173698
RPS29P28	ENSG00000232069.1	687775
BRDTP1	ENSG00000271209.1	441688
RN7SKP194	ENSG00000223260.1	389473
RP11-25C15.1	ENSG00000229693.2	827445
DIAPH2	ENSG00000147202.17	527135
Y_RNA	ENSG00000207426.1	34827
RPA4	ENSG00000204086.4	598718
RP11-392M9.2	ENSG00000214628.3	254842
Metazoa_SRP	ENSG00000277900.1	417540
RN7SL74P	ENSG00000265260.2	813624
DIAPH2-AS1	ENSG00000236256.9	58098
ERVWE2	ENSG00000233887.1	122023
RP13-75G22.1	ENSG00000237752.2	333316
RP13-130D24.1	ENSG00000234889.2	298451
RPL6P29	ENSG00000236243.2	170084
RP11-390F10.3	ENSG00000271322.1	647213
EEF1A1P15	ENSG00000213704.3	619523
HMGB1P32	ENSG00000226837.2	669436
RP11-485F13.1	ENSG00000281566.2	770190
AL109750.1	ENSG00000252430.1	509543
RP3-377O6.2	ENSG00000270308.1	851082
XRCC6P5	ENSG00000215070.4	83136
B3GNT2P1	ENSG00000229946.2	163927
SNORA25	ENSG00000252296.2	603143
RP11-402K9.1	ENSG00000236988.2	507941
RPSAP8	ENSG00000230592.2	335001
AL355593.1	ENSG00000275864.1	25613
PCDH19	ENSG00000165194.14	752641
TNMD	ENSG00000000005.5	22691
TSPAN6	ENSG00000000003.14	593390
SRPX2	ENSG00000102359.5	994017
RP11-524D16__A.3	ENSG00000261295.1	204045
SYTL4	ENSG00000102362.15	628822
RP3-347M6.1	ENSG00000223819.2	853597
RP3-347M6.2	ENSG00000238116.2	181906
RP3-347M6.3	ENSG00000275320.1	754128
CSTF2	ENSG00000101811.13	255255
SNORA9	ENSG00000202231.1	168946
NOX1	ENSG00000007952.17	502054
HNRNPA1P26	ENSG00000239345.2	980671
HNRNPA1P27	ENSG00000233680.4	589427
Z83819.1	ENSG00000275220.1	328968
LL0XNC01-131B10.2	ENSG00000179031.8	150608
XKRX	ENSG00000182489.8	552291
RP3-341D10.1	ENSG00000182574.8	196733
ARL13A	ENSG00000174225.14	140053
TRMT2B	ENSG00000188917.14	507633
TRMT2B-AS1	ENSG00000225839.2	948895
TMEM35	ENSG00000126950.7	120541
CENPI	ENSG00000102384.13	591041
GHc-210E9.2	ENSG00000231643.4	927982
DRP2	ENSG00000102385.12	683654
TAF7L	ENSG00000102387.15	754876
RNU6-934P	ENSG00000202024.1	492128
NANOGNBP3	ENSG00000270813.2	669624
RPL21P132	ENSG00000183911.7	79339
TIMM8A	ENSG00000126953.5	394602
BTK	ENSG00000010671.15	567900
RPL36A	ENSG00000241343.9	26963
RPL36A-HNRNPH2	ENSG00000257529.5	360624
GLA	ENSG00000102393.9	787851
HNRNPH2	ENSG00000126945.8	63436
ARMCX4	ENSG00000196440.11	439877
AL035422.1	ENSG00000221132.1	475076
RP1-164F3.8	ENSG00000234557.2	185114
RP3-514P16.1	ENSG00000237682.2	621541
ARMCX1	ENSG00000126947.11	489392
ARMCX7P	ENSG00000204072.3	412447
ARMCX6	ENSG00000198960.10	333234
ARMCX3	ENSG00000102401.19	703358
ARMCX3-AS1	ENSG00000228275.1	237682
AC234775.1	ENSG00000278203.1	471899
RP4-545K15.5	ENSG00000261101.2	290921
RNU6-30P	ENSG00000207291.1	89803
ARMCX2	ENSG00000184867.13	247153
GHc-602D8.2	ENSG00000223753.2	571258
RNU6-587P	ENSG00000212584.1	330582
RP1-232L22__A.1	ENSG00000229090.2	81804
RP1-232L22__B.1	ENSG00000178146.9	613096
NXF5	ENSG00000126952.16	391058
ZMAT1	ENSG00000166432.14	254145
RP1-3E10.2	ENSG00000235196.3	296267
RNU6-345P	ENSG00000252810.1	571540
RP1-197J16.1	ENSG00000235976.2	9790
RP1-197J16.2	ENSG00000226119.1	229212
MTND6P13	ENSG00000234901.1	798066
TCEAL2	ENSG00000184905.8	785166
TCEAL6	ENSG00000204071.9	730407
BEX5	ENSG00000184515.10	348236
TCP11X3P	ENSG00000251525.6	953980
TCP11X1	ENSG00000268235.6	752184
NXF2	ENSG00000269405.6	196901
GHc-1077H7.2	ENSG00000273746.1	138841
NXF2B	ENSG00000269437.6	6780
TCP11X2	ENSG00000215029.8	81252
RP11-353J17.3	ENSG00000231590.1	480273
TMSB15A	ENSG00000158164.6	647794
FOXN3P1	ENSG00000176318.8	693765
NXF4	ENSG00000196970.8	517903
ARMCX5	ENSG00000125962.14	73970
ARMCX5-GPRASP2	ENSG00000271147.7	752483
RP4-769N13.7	ENSG00000270050.1	286203
RP5-1100E15.4	ENSG00000227211.2	600829
GPRASP1	ENSG00000198932.12	319008
RNU6-589P	ENSG00000252294.1	663233
BEND7P1	ENSG00000230320.1	987977
GPRASP2	ENSG00000158301.18	269744
BHLHB9	ENSG00000198908.11	805007
LINC00630	ENSG00000223546.6	795212
MTND1P32	ENSG00000232282.1	384015
MTND2P2	ENSG00000229954.1	441886
MTCO1P19	ENSG00000237300.2	215824
MTCO2P19	ENSG00000237628.2	572653
RP11-522L3.5	ENSG00000228316.1	910614
MTCO3P19	ENSG00000224471.2	589297
MTND4P32	ENSG00000226056.1	853527
MTND5P26	ENSG00000234886.1	687660
RP11-522L3.9	ENSG00000227649.1	76361
RP11-522L3.11	ENSG00000229794.2	336160
LL0XNC01-237H1.2	ENSG00000239407.5	275153
RAB40AL	ENSG00000102128.7	662580
LL0XNC01-237H1.3	ENSG00000234050.1	789568
LL0XNC01-73E8.1	ENSG00000224632.1	695157
BEX1	ENSG00000133169.5	615456
AL008708.1	ENSG00000221010.2	119176
NXF3	ENSG00000147206.16	282952
LL0XNC01-221F2.2	ENSG00000226241.2	153365
RPSAP59	ENSG00000233071.3	41061
BEX4	ENSG00000102409.9	720681
TCEAL8	ENSG00000180964.16	314369
LL0XNC01-177E8.2	ENSG00000224692.1	898074
TCEAL5	ENSG00000204065.2	240802
BEX2	ENSG00000133134.11	709557
TCEAL7	ENSG00000182916.7	714605
LL0XNC01-105G4.3	ENSG00000238049.2	8053
WBP5	ENSG00000185222.7	762414
NGFRAP1	ENSG00000166681.13	116504
RP13-349O20.2	ENSG00000281091.2	550698
LL0XNC01-250H12.3	ENSG00000234405.1	748040
RAB40A	ENSG00000172476.3	386902
TCEAL4	ENSG00000133142.17	415374
GHc-857G6.7	ENSG00000279894.1	615801
TCEAL3	ENSG00000196507.10	879539
TCEAL3-AS1	ENSG00000224031.1	726964
TCEAL1	ENSG00000172465.13	436571
RP5-1055C14.6	ENSG00000180284.5	129326
MORF4L2	ENSG00000123562.16	600391
MORF4L2-AS1	ENSG00000231154.1	416791
GLRA4	ENSG00000188828.11	49601
TMEM31	ENSG00000179363.6	830708
PLP1	ENSG00000123560.13	178446
Z73964.1	ENSG00000221392.1	859763
RAB9B	ENSG00000123570.3	869362
RNA5SP511	ENSG00000222419.1	159098
RP11-370B6.1	ENSG00000231787.4	854605
LL0XNC01-116E7.5	ENSG00000276298.1	870017
LL0XNC01-116E7.1	ENSG00000234345.2	642976
LL0XNC01-116E7.2	ENSG00000231728.3	930849
TMSB15B	ENSG00000158427.14	813964
LL0XNC01-116E7.4	ENSG00000230312.2	369481
DPPA3P1	ENSG00000227067.3	278884
H2BFWT	ENSG00000123569.8	762508
H2BFM	ENSG00000101812.12	410451
LL0XNC01-240C2.1	ENSG00000235946.1	408594
RP11-722G7.1	ENSG00000269226.7	769146
SLC25A53	ENSG00000269743.2	128457
ZCCHC18	ENSG00000166707.10	209155
FAM199X	ENSG00000123575.8	716337
ESX1	ENSG00000123576.5	106235
IL1RAPL2	ENSG00000189108.12	484451
PHBP10	ENSG00000232665.2	314597
RPL18AP14	ENSG00000223733.1	938234
TEX13A	ENSG00000268629.6	372451
KCTD9P2	ENSG00000181819.14	579939
RNU6-207P	ENSG00000206864.1	164507
NRK	ENSG00000123572.16	558165
Z97356.1	ENSG00000222161.1	763556
SERPINA7	ENSG00000123561.14	937141
RP11-560L11.1	ENSG00000230788.2	526381
MUM1L1	ENSG00000157502.12	638517
RP1-19N1.1	ENSG00000256709.2	237875
Y_RNA	ENSG00000202407.1	716514
NAP1L4P2	ENSG00000224816.1	783999
SERPINA7P1	ENSG00000227657.1	271605
RP13-483F6.2	ENSG00000277673.1	700524
CXorf57	ENSG00000147231.13	832838
MIR548AN	ENSG00000263515.1	565254
RNF128	ENSG00000133135.13	535920
TBC1D8B	ENSG00000133138.19	981828
MORC4	ENSG00000133131.14	546190
RIPPLY1	ENSG00000147223.5	755417
CLDN2	ENSG00000165376.10	886498
EEF1A1P40	ENSG00000231144.1	309659
RBM41	ENSG00000089682.16	677155
NUP62CL	ENSG00000198088.10	458882
RP13-383K5.4	ENSG00000213569.4	139524
Y_RNA	ENSG00000199832.1	353286
PIH1D3	ENSG00000080572.12	878022
MYCLP1	ENSG00000204053.6	467430
DNAJA1P3	ENSG00000215007.3	391979
KRT18P49	ENSG00000214720.4	678621
AL035088.1	ENSG00000207846.1	583821
FRMPD3-AS1	ENSG00000227610.1	807961
FRMPD3	ENSG00000147234.10	50759
PRPS1	ENSG00000147224.10	142401
AL772400.1	ENSG00000280469.1	739302
TSC22D3	ENSG00000157514.16	766553
NCBP2L	ENSG00000170935.6	580972
MID2	ENSG00000080561.13	892816
RP6-191P20.4	ENSG00000236064.1	35423
Y_RNA	ENSG00000207363.1	585945
RP6-191P20.3	ENSG00000225728.2	528605
NLRP3P	ENSG00000277883.1	654770
TEX13B	ENSG00000170925.3	607616
VSIG1	ENSG00000101842.13	580467
PSMD10	ENSG00000101843.18	113150
ATG4A	ENSG00000101844.17	453803
COL4A6	ENSG00000197565.15	760689
RP6-149D17.1	ENSG00000189372.4	794785
COL4A5	ENSG00000188153.12	280165
Y_RNA	ENSG00000207146.1	923586
RP6-24A23.7	ENSG00000261409.1	453939
RP6-24A23.6	ENSG00000260548.1	970027
RP6-24A23.8	ENSG00000280322.1	572614
IRS4	ENSG00000133124.11	815446
RP6-24A23.3	ENSG00000237863.2	5502
RNU6-309P	ENSG00000201443.1	833606
MIR6087	ENSG00000275110.1	124055
RP1-31B8.1	ENSG00000215000.4	470864
GUCY2F	ENSG00000101890.4	394900
NXT2	ENSG00000101888.11	738167
RP1-136J15.5	ENSG00000233874.2	320393
KCNE5	ENSG00000176076.7	736315
ACSL4	ENSG00000068366.19	877580
RP1-136J15.1	ENSG00000237319.1	838836
AL118496.1	ENSG00000280934.1	404071
Y_RNA	ENSG00000252069.1	967187
RPS5P7	ENSG00000225381.2	351912
TMEM164	ENSG00000157600.11	833815
MIR652	ENSG00000208013.2	871333
MIR3978	ENSG00000265584.1	456358
AMMECR1	ENSG00000101935.9	823235
SNORD96B	ENSG00000208883.1	776878
AL079334.1	ENSG00000281776.1	985049
AMMECR1-IT1	ENSG00000224142.1	125871
GNG5P2	ENSG00000133136.4	358653
RGAG1	ENSG00000243978.8	520076
TDGF1P3	ENSG00000225366.4	212588
RP11-441A11.1	ENSG00000228042.2	279480
CHRDL1	ENSG00000101938.14	248379
PAK3	ENSG00000077264.14	870566
FCF1P4	ENSG00000226112.1	871238
GLUD1P9	ENSG00000234349.1	803862
CAPN6	ENSG00000077274.8	963378
DCX	ENSG00000077279.16	211198
RNU6-496P	ENSG00000251954.1	787170
HMGB1P12	ENSG00000223904.2	846602
LINC00890	ENSG00000260802.1	767979
RP11-111F16.2	ENSG00000229939.1	857626
EIF4BP7	ENSG00000225031.1	377840
RPL18AP15	ENSG00000236189.2	799406
ALG13	ENSG00000101901.10	842737
RNA5SP512	ENSG00000201420.1	255132
ALG13-AS1	ENSG00000229487.1	104037
TRPC5	ENSG00000072315.3	160506
TRPC5OS	ENSG00000204025.6	770073
RP1-269O5.3	ENSG00000271421.1	603614
AL031176.1	ENSG00000265858.1	649028
DPRXP7	ENSG00000271464.1	975674
RP13-266I11.1	ENSG00000271400.1	372523
ZCCHC16	ENSG00000187823.3	442477
BX088563.1	ENSG00000281109.1	84813
LHFPL1	ENSG00000182508.13	761078
Y_RNA	ENSG00000200436.1	431017
HMGB3P30	ENSG00000213652.3	810447
AMOT	ENSG00000126016.13	481580
MIR4329	ENSG00000263351.1	765217
RN7SL266P	ENSG00000243011.3	836294
RNU6-1015P	ENSG00000252930.1	545554
AC002072.1	ENSG00000277832.1	502861
AL023876.1	ENSG00000221175.2	68116
RP5-1168A5.1	ENSG00000235329.2	31497
RP5-1170D6.1	ENSG00000220541.4	910714
XACT	ENSG00000241743.2	401752
QTRT1P1	ENSG00000270524.1	925846
U3	ENSG00000201674.2	465451
RNU1-57P	ENSG00000207220.1	475583
RN7SL93P	ENSG00000240327.3	603885
SNORD30	ENSG00000212611.1	522501
CTD-2230M5.1	ENSG00000230502.1	573236
CTD-2230M5.3	ENSG00000271686.1	103733
SSU72P1	ENSG00000226547.2	844694
HTR2C	ENSG00000147246.9	517697
RPL36AP53	ENSG00000224664.2	575652
SNORA35	ENSG00000208839.1	879193
AC233299.1	ENSG00000263653.1	351299
MIR764	ENSG00000212100.2	513865
MIR1912	ENSG00000222321.1	155834
AC233299.2	ENSG00000276158.1	116158
MIR1298	ENSG00000221710.1	554263
MIR1911	ENSG00000222715.1	17121
HSPA8P7	ENSG00000224773.2	616980
MIR448	ENSG00000199001.1	266390
RP11-810O3.2	ENSG00000270413.1	459848
IL13RA2	ENSG00000123496.7	98388
RNU6-648P	ENSG00000222122.1	820346
RP6-204F4.2	ENSG00000238223.1	299938
YAP1P2	ENSG00000236080.2	491468
LRCH2	ENSG00000130224.14	470739
SNORA35	ENSG00000271907.1	149619
Y_RNA	ENSG00000212241.1	425151
RBMXL3	ENSG00000175718.9	519029
RPL36P18	ENSG00000235656.1	243737
LUZP4	ENSG00000102021.10	614136
RP5-878I13.1	ENSG00000274374.1	255390
RP5-878I13.2	ENSG00000271021.1	202070
PLS3-AS1	ENSG00000271826.5	239950
SNORA64	ENSG00000252441.1	887965
PLS3	ENSG00000102024.17	915466
RP1-241P17.7	ENSG00000270431.1	644769
ASS1P5	ENSG00000227881.1	926638
EEF1GP5	ENSG00000234785.1	818800
AC005000.1	ENSG00000264759.1	374421
RP1-241P17.4	ENSG00000228532.4	730927
DANT1	ENSG00000229335.1	31869
DANT2	ENSG00000235244.3	405837
RN7SL712P	ENSG00000266828.2	475955
AKR1B1P8	ENSG00000231371.1	525158
API5P1	ENSG00000234558.1	249808
AGTR2	ENSG00000180772.6	530598
RNU6-154P	ENSG00000207033.1	194417
SLC6A14	ENSG00000268104.2	54594
CT83	ENSG00000204019.4	556986
RP11-232D9.2	ENSG00000236077.2	965096
RP11-232D9.4	ENSG00000237860.1	534496
RP11-232D9.3	ENSG00000230159.1	322094
RP11-232D9.1	ENSG00000224217.1	921018
RNU6-1323P	ENSG00000206752.1	167275
SETP8	ENSG00000213526.3	782319
RP3-378P9.1	ENSG00000238066.1	998128
RP3-378P9.2	ENSG00000224314.1	216167
RP1-278D1.2	ENSG00000279587.1	373767
KLHL13	ENSG00000003096.13	652249
Y_RNA	ENSG00000200291.1	317443
RP1-169K13.3	ENSG00000239500.2	893302
TUBB4BP3	ENSG00000237458.1	914589
RPL12P43	ENSG00000234524.1	167046
RP11-197B12.1	ENSG00000270619.1	405197
WDR44	ENSG00000131725.13	649515
MIR1277	ENSG00000221463.2	253618
DOCK11	ENSG00000147251.15	415609
Y_RNA	ENSG00000206862.1	470078
RBBP8P1	ENSG00000230399.1	780976
IL13RA1	ENSG00000131724.10	667569
SNORA35	ENSG00000239182.1	670187
RP13-128O4.3	ENSG00000250995.1	706308
ZCCHC12	ENSG00000174460.3	983937
LINC01285	ENSG00000203650.8	232107
RP4-562J12.1	ENSG00000224341.1	316778
RP13-347D8.1	ENSG00000231270.1	57730
LONRF3	ENSG00000175556.16	674111
RP13-347D8.7	ENSG00000277535.2	343298
KIAA1210	ENSG00000250423.2	798698
ARL5AP1	ENSG00000227864.1	623982
HNRNPA1P28	ENSG00000230170.1	229717
RP4-555N2.4	ENSG00000270625.1	563555
PGRMC1	ENSG00000101856.9	860793
AKAP17BP	ENSG00000214992.6	469394
RP5-1139I1.1	ENSG00000230392.1	107350
RP5-1139I1.2	ENSG00000226661.1	704597
MRPS17P9	ENSG00000227814.3	749365
SLC25A43	ENSG00000077713.18	555478
RP3-404F18.5	ENSG00000237903.1	212010
RNU1-67P	ENSG00000207175.1	144698
AC004000.1	ENSG00000264952.1	532786
RN7SL118P	ENSG00000266420.2	892121
RNY3P16	ENSG00000252147.1	836962
SLC25A5-AS1	ENSG00000224281.4	308590
SLC25A5	ENSG00000005022.5	26074
AC004000.2	ENSG00000277275.1	157715
CXorf56	ENSG00000018610.13	232764
UBE2A	ENSG00000077721.15	718942
NKRF	ENSG00000186416.12	973875
SEPT6	ENSG00000125354.22	802809
MIR766	ENSG00000211578.2	620296
CTA-38K21.2	ENSG00000279601.1	620988
SOWAHD	ENSG00000187808.4	117980
RPL39	ENSG00000198918.7	101556
SNORA69	ENSG00000206622.1	28174
UPF3BP4	ENSG00000277555.1	542151
AC005052.1	ENSG00000273811.1	828994
UPF3BP3	ENSG00000278244.1	309486
UPF3BP2	ENSG00000278504.1	20516
UPF3BP1	ENSG00000276354.1	257069
UPF3B	ENSG00000125351.10	759891
RNF113A	ENSG00000125352.5	892021
NDUFA1	ENSG00000125356.6	495959
AKAP14	ENSG00000186471.12	539624
NKAP	ENSG00000101882.9	881524
RHOXF1P3	ENSG00000282933.1	706159
RHOXF1P2	ENSG00000282850.1	45316
RHOXF1P1	ENSG00000234493.2	496716
RHOXF1-AS1	ENSG00000258545.5	974840
RHOXF2B	ENSG00000203989.4	68546
RHOXF1	ENSG00000101883.4	356304
LINC01402	ENSG00000228139.1	381707
NKAPP1	ENSG00000233382.6	683248
RHOXF2	ENSG00000131721.5	838393
SFR1P1	ENSG00000227541.1	867883
EEF1A1P30	ENSG00000237757.2	921494
ZBTB33	ENSG00000177485.6	298367
TMEM255A	ENSG00000125355.15	216578
RP11-45J1.1	ENSG00000232042.1	801260
ATP1B4	ENSG00000101892.11	926405
LAMP2	ENSG00000005893.15	77483
RNU7-37P	ENSG00000251707.2	961244
CUL4B	ENSG00000158290.16	362728
MCTS1	ENSG00000232119.7	121551
C1GALT1C1	ENSG00000171155.7	917635
RP4-655L22.5	ENSG00000278317.1	135177
RP4-655L22.4	ENSG00000181511.5	631481
PA2G4P1	ENSG00000237828.1	769578
CT47B1	ENSG00000236446.3	374953
RP1-321E8.4	ENSG00000271346.1	165428
CT47A8	ENSG00000230347.4	435488
RP1-321E8.5	ENSG00000278646.1	603072
CT47A12	ENSG00000226685.4	408280
RP6-166C19.21	ENSG00000270678.1	230477
CT47A11	ENSG00000226929.3	59016
RP6-166C19.22	ENSG00000270493.1	716648
CT47A10	ENSG00000224089.3	840961
RP6-166C19.23	ENSG00000271154.1	571515
CT47A9	ENSG00000226600.3	849003
RP6-166C19.18	ENSG00000271041.1	960674
RP6-166C19.16	ENSG00000270397.1	625241
CT47A6	ENSG00000226023.5	116048
CT47A7	ENSG00000228517.2	191917
RP6-166C19.17	ENSG00000271502.1	143526
CT47A5	ENSG00000237957.5	41781
RP6-166C19.20	ENSG00000271211.1	302657
RP6-166C19.19	ENSG00000270736.1	300886
CT47A4	ENSG00000230594.3	114475
RP6-166C19.12	ENSG00000270771.1	877311
CT47A3	ENSG00000236126.3	764507
RP6-166C19.15	ENSG00000270646.1	246714
CT47A2	ENSG00000242362.2	823525
RP6-166C19.14	ENSG00000270456.1	972680
CT47A1	ENSG00000236371.4	783545
RP6-166C19.13	ENSG00000270251.1	63119
RP1-296G17.3	ENSG00000233433.1	139234
GLUD2	ENSG00000182890.4	731557
HSPA8P1	ENSG00000234176.1	541774
AC007486.1	ENSG00000212032.2	214364
MIR3672	ENSG00000265456.1	269747
TPT1P13	ENSG00000213498.3	234983
AL359851.1	ENSG00000221217.2	444025
RP13-192B19.2	ENSG00000260585.1	988099
RP11-417D4.1	ENSG00000237891.1	836452
RP13-16D10.1	ENSG00000280142.1	428124
AL513487.1	ENSG00000221317.1	780578
RPL3P12	ENSG00000232496.2	614669
U3	ENSG00000212321.2	830305
AL109800.1	ENSG00000263845.2	671042
MRRFP1	ENSG00000224236.3	989404
GRIA3	ENSG00000125675.17	947954
AL356213.1	ENSG00000265082.2	761193
RP11-349N19.2	ENSG00000179101.5	854595
RP5-1189B24.1	ENSG00000229733.1	926575
TUBB4AP1	ENSG00000228466.1	856286
THOC2	ENSG00000125676.19	821370
FERP1	ENSG00000232149.1	667518
MEMO1P4	ENSG00000230376.1	436183
RNU7-69P	ENSG00000252178.1	337534
CHCHD2P1	ENSG00000226902.1	72713
RN7SL190P	ENSG00000264933.2	705645
Y_RNA	ENSG00000199705.1	920006
XIAP	ENSG00000101966.12	890958
XIAP-AS1	ENSG00000237331.1	806960
RNU6-122P	ENSG00000252627.1	230752
RP1-315G1.1	ENSG00000237025.1	239388
RP1-315G1.3	ENSG00000232412.1	446774
STAG2	ENSG00000101972.18	40744
ZIK1P1	ENSG00000237426.1	79515
SNORA40	ENSG00000252693.1	361881
HSPA8P20	ENSG00000234564.1	974009
SH2D1A	ENSG00000183918.15	431172
RP5-1052M9.5	ENSG00000282419.2	7147
NPM1P34	ENSG00000232054.1	616496
RP5-1052M9.1	ENSG00000226532.1	283817
TENM1	ENSG00000009694.13	974431
RP3-384D21.2	ENSG00000236880.1	628128
AL008707.1	ENSG00000281303.1	280061
RP1-161N10.1	ENSG00000232599.1	479915
SMAD5-AS1_2	ENSG00000280699.1	791971
AL953885.1	ENSG00000263886.1	275833
RP13-147D17.3	ENSG00000282815.1	300954
RP13-147D17.1	ENSG00000213489.3	818555
FO393407.1	ENSG00000222518.1	957749
RP1-138O17.1	ENSG00000280223.1	70233
RP11-13E5.2	ENSG00000237208.1	316402
DCAF12L2	ENSG00000198354.5	391518
RP11-10B2.1	ENSG00000230916.2	419492
MTND4LP1	ENSG00000231501.1	478977
AL359973.1	ENSG00000264338.1	575968
MTND4P24	ENSG00000232177.1	565184
LL0XNC01-220B11.1	ENSG00000274901.1	813623
DCAF12L1	ENSG00000198889.4	491331
RP11-375A20.1	ENSG00000226414.1	433432
AL391375.1	ENSG00000263686.1	343206
PRR32	ENSG00000183631.4	984596
AL596243.1	ENSG00000274871.1	188831
RP3-428A13.1	ENSG00000230538.1	582875
RP3-428A13.2	ENSG00000280275.1	591613
RP11-368E13.1	ENSG00000274631.1	24292
CTD-2076M15.1	ENSG00000260683.1	86716
RP1-107N3.1	ENSG00000235274.1	444178
RP1-107N3.2	ENSG00000224548.1	145277
ACTRT1	ENSG00000123165.8	596379
RP1-203C2.2	ENSG00000236042.2	21398
BTG3P1	ENSG00000235334.1	903232
RP1-203C2.4	ENSG00000235239.1	829357
RPL7AP72	ENSG00000235735.1	476579
Z70272.1	ENSG00000276801.1	319961
RP1-30E17.2	ENSG00000225689.1	220806
RP11-72I18.1	ENSG00000226802.1	137678
KRT18P44	ENSG00000218728.3	23305
RPL32P35	ENSG00000223995.2	532887
RP11-41L14.1	ENSG00000234592.1	508435
RPS26P56	ENSG00000226339.1	737656
RNA5SP513	ENSG00000201518.1	518058
SMARCA1	ENSG00000102038.15	988919
SNORD112	ENSG00000252170.2	350165
OCRL	ENSG00000122126.15	181423
APLN	ENSG00000171388.11	982148
XPNPEP2	ENSG00000122121.10	836158
SASH3	ENSG00000122122.9	945324
RP4-753P9.3	ENSG00000240143.1	168965
Metazoa_SRP	ENSG00000275070.1	483261
ZDHHC9	ENSG00000188706.12	987894
RP4-537K23.4	ENSG00000235189.1	338823
SALL4P2	ENSG00000238040.1	963871
UTP14A	ENSG00000156697.12	719072
BCORL1	ENSG00000085185.15	980864
ELF4	ENSG00000102034.16	889461
AIFM1	ENSG00000156709.13	949894
RAB33A	ENSG00000134594.4	871641
ZNF280C	ENSG00000056277.15	687154
RNU6-1130P	ENSG00000202304.1	141889
RP1-20I3.3	ENSG00000225046.2	152174
SLC25A14	ENSG00000102078.15	634284
GPR119	ENSG00000147262.3	380085
RBMX2	ENSG00000134597.13	924797
RP1-274L7.4	ENSG00000274775.1	146764
RP1-274L7.1	ENSG00000229702.1	895594
FAM45B	ENSG00000221930.6	743802
RP1-274L7.3	ENSG00000271677.1	165696
ENOX2	ENSG00000165675.16	136160
RP5-875H3.2	ENSG00000238188.1	190962
LINC01201	ENSG00000228659.1	422099
ARHGAP36	ENSG00000147256.10	180053
RN7SL191P	ENSG00000241198.3	521149
OR11Q1P	ENSG00000237650.1	978798
RP11-529O20.2	ENSG00000276205.1	108742
IGSF1	ENSG00000147255.18	685615
OR11N1P	ENSG00000185903.9	347011
OR5AW1P	ENSG00000229082.1	221544
OR5BH1P	ENSG00000242610.1	106404
AL135784.1	ENSG00000216047.2	122332
OR1AA1P	ENSG00000234288.1	66246
